,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
499.00,-44998.33,4.00,498.00,591.99,1806.49,1272340.17,3099225.02,0.01,0.88,3.60,1.20,0.0025,0.34,0.25,0.07,41.26,0.51,0.10,5.00,120.26,1.00,129921.00,44519.00,0.12,21602.00,4.00,3277.00,47.00,0.36,4654.00,9.00,0.53,15.00,15073.00,2.00,0.87,87697.00,5837.00,4.45,6761.00,5266.00,0.06,4298.00,0.20,0.10
500.00,-349695.33,4.00,499.00,410.17,809.05,536142.37,1724634.79,0.02,0.85,2.70,1.20,0.0023,0.49,0.28,0.16,53.96,0.56,0.08,6.00,135.85,1.00,80905.00,29393.00,0.17,37026.00,5.00,2325.00,53.00,0.29,4900.00,6.00,0.63,15.00,14453.00,2.19,0.61,99795.00,5779.00,8.44,5692.00,6849.00,0.05,5061.00,0.24,0.11
501.00,-117951.80,4.00,500.00,307.01,868.50,1421766.16,4169339.23,0.03,0.86,3.20,1.70,0.0024,0.72,0.28,0.06,44.02,0.48,0.11,3.00,173.97,1.00,91532.00,53562.00,0.15,35514.00,3.00,2881.00,55.00,0.21,4862.00,7.00,0.51,27.00,14126.00,2.17,0.75,104909.00,6518.00,7.67,5912.00,5976.00,0.05,5846.00,0.22,0.09
502.00,-279674.82,4.00,501.00,271.07,713.09,842563.98,1870343.24,0.03,0.87,3.00,1.20,0.0025,0.64,0.29,0.07,49.58,0.60,0.08,2.00,143.28,1.00,121586.00,40276.00,0.12,52093.00,3.00,2897.00,57.00,0.24,5145.00,8.00,0.48,18.00,13137.00,2.21,1.05,101615.00,6209.00,7.01,5436.00,5984.00,0.05,5759.00,0.22,0.14
503.00,371175.39,3.00,502.00,337.46,1033.53,2419301.60,7029351.11,0.04,0.84,3.40,1.80,0.0025,0.84,0.24,0.08,51.56,0.47,0.08,3.00,177.09,1.00,119423.00,55819.00,0.12,48041.00,3.00,2005.00,53.00,0.16,5035.00,10.00,0.54,18.00,13439.00,1.03,0.74,91056.00,4943.00,7.28,5541.00,6198.00,0.05,4304.00,0.26,0.15
504.00,331479.68,4.00,503.00,452.66,1233.37,2585551.54,9389548.99,0.05,0.88,2.70,1.20,0.0024,0.98,0.26,0.09,44.20,0.42,0.13,6.00,153.07,1.00,47839.00,37141.00,0.09,45097.00,4.00,2088.00,56.00,0.29,4912.00,12.00,0.47,26.00,13993.00,1.84,0.80,98562.00,5947.00,6.39,2939.00,5378.00,0.06,5925.00,0.22,0.07
505.00,-508053.45,5.00,504.00,197.64,538.51,561181.01,682986.61,0.03,0.81,3.40,0.70,0.0024,0.63,0.26,0.09,51.36,0.34,0.08,4.00,158.38,1.00,93354.00,56604.00,0.16,29407.00,3.00,2997.00,44.00,0.25,5344.00,4.00,0.53,23.00,14131.00,2.20,0.59,91486.00,6394.00,5.11,5041.00,5966.00,0.06,5571.00,0.35,0.11
506.00,179778.62,3.00,505.00,253.13,766.03,1877242.93,5347832.24,0.05,0.87,3.60,1.20,0.0025,0.93,0.21,0.12,54.30,0.41,0.09,2.00,151.59,1.00,143372.00,28005.00,0.21,23831.00,3.00,3358.00,62.00,0.25,5349.00,12.00,0.56,29.00,15220.00,1.48,0.81,93483.00,5899.00,4.50,5459.00,5262.00,0.05,3596.00,0.21,0.07
507.00,145271.35,4.00,506.00,338.19,1275.60,3365539.67,8247227.34,0.06,0.75,2.90,1.40,0.0026,0.97,0.21,0.06,47.18,0.66,0.04,4.00,148.32,1.00,111600.00,66947.00,0.11,50437.00,3.00,3554.00,52.00,0.28,5447.00,8.00,0.59,9.00,14062.00,2.96,0.87,100776.00,6083.00,6.15,5859.00,6564.00,0.05,4457.00,0.23,0.10
508.00,119720.88,3.00,507.00,317.55,776.18,1335413.53,4434427.29,0.03,0.85,4.00,1.60,0.0025,0.69,0.26,0.12,50.54,0.57,0.09,2.00,142.25,1.00,142902.00,37047.00,0.14,58781.00,4.00,2262.00,45.00,0.24,4875.00,8.00,0.49,26.00,15070.00,2.85,0.76,84532.00,6396.00,7.09,5627.00,6999.00,0.05,4443.00,0.24,0.07
509.00,45925.08,4.00,508.00,392.42,1263.64,2207971.96,5786733.47,0.05,0.84,2.90,0.90,0.0027,0.83,0.22,0.09,48.62,0.54,0.15,3.00,154.95,1.00,116697.00,71138.00,0.15,31912.00,4.00,2686.00,53.00,0.23,4882.00,10.00,0.56,12.00,14218.00,1.24,0.83,100951.00,5877.00,5.87,4124.00,5830.00,0.05,5304.00,0.26,0.14
510.00,-699386.92,9.00,509.00,-14.78,-43.89,-73653.62,-1579512.84,0.04,0.77,3.60,1.10,0.0026,0.73,0.23,0.10,55.30,0.43,0.07,0.00,160.92,1.00,94558.00,44736.00,0.14,16279.00,4.00,2231.00,44.00,0.26,5484.00,15.00,0.30,23.00,13620.00,3.08,0.74,103751.00,5613.00,6.23,4472.00,5982.00,0.05,5256.00,0.27,0.08
511.00,41331.68,4.00,510.00,523.52,1554.64,1644304.89,4337821.16,0.03,0.85,1.90,1.40,0.0027,0.62,0.23,0.10,59.93,0.41,0.06,6.00,155.04,1.00,139235.00,60502.00,0.10,45686.00,5.00,2695.00,48.00,0.27,5208.00,8.00,0.41,19.00,15474.00,3.43,0.59,99022.00,6239.00,3.44,4988.00,5825.00,0.05,3999.00,0.23,0.12
512.00,-488005.91,4.00,511.00,104.34,351.98,503326.58,334573.84,0.04,0.84,2.50,1.30,0.0023,0.78,0.21,0.09,45.13,0.40,0.11,1.00,156.24,1.00,109692.00,44538.00,0.18,46405.00,2.00,3067.00,50.00,0.24,5407.00,9.00,0.67,24.00,14108.00,2.53,0.72,101872.00,6733.00,6.31,4085.00,5375.00,0.05,6382.00,0.14,0.08
513.00,-349062.16,4.00,512.00,276.95,812.64,1022167.37,2561341.09,0.03,0.82,3.40,0.60,0.0023,0.75,0.26,0.07,45.36,0.52,0.09,5.00,125.58,1.00,85677.00,63509.00,0.12,56968.00,4.00,1650.00,48.00,0.25,5432.00,9.00,0.41,25.00,14330.00,2.07,0.82,113309.00,6110.00,5.20,5569.00,6188.00,0.06,4981.00,0.23,0.10
514.00,120963.43,4.00,513.00,291.11,903.79,2136227.24,5966864.54,0.05,0.76,3.30,1.40,0.0024,0.93,0.22,0.10,49.92,0.42,0.09,4.00,153.39,1.00,116553.00,63856.00,0.18,46260.00,4.00,3497.00,46.00,0.22,4768.00,9.00,0.31,23.00,17491.00,2.75,0.72,96827.00,5345.00,5.29,4422.00,5482.00,0.05,4104.00,0.31,0.08
515.00,215045.94,4.00,514.00,514.00,1456.53,1805371.50,5720027.67,0.03,0.90,2.70,1.10,0.0026,0.68,0.25,0.09,53.73,0.46,0.12,5.00,161.45,1.00,91465.00,41927.00,0.21,19144.00,3.00,2372.00,54.00,0.28,5240.00,14.00,0.55,25.00,13683.00,2.04,0.74,99894.00,5604.00,9.88,4606.00,7039.00,0.05,4968.00,0.28,0.07
516.00,-288184.99,4.00,515.00,242.00,530.34,758195.45,2463390.57,0.04,0.79,3.20,0.70,0.0023,0.86,0.29,0.12,50.75,0.47,0.11,4.00,107.87,1.00,89418.00,52785.00,0.14,29640.00,5.00,1906.00,57.00,0.19,5034.00,11.00,0.60,12.00,16288.00,2.67,0.92,81557.00,7045.00,7.07,4503.00,5519.00,0.06,4780.00,0.25,0.05
517.00,-47138.52,4.00,516.00,512.25,1860.91,1733051.92,3992389.16,0.03,0.80,2.50,0.80,0.0025,0.61,0.21,0.07,48.88,0.59,0.08,6.00,138.77,1.00,84630.00,59165.00,0.11,37735.00,4.00,1890.00,47.00,0.27,5212.00,6.00,0.48,21.00,14897.00,3.11,0.79,77754.00,6208.00,8.44,4847.00,7397.00,0.05,4711.00,0.16,0.11
518.00,-291386.24,4.00,517.00,190.43,448.52,845659.54,2219180.76,0.04,0.84,2.60,1.50,0.0027,0.84,0.29,0.10,41.84,0.42,0.08,2.00,172.03,1.00,146685.00,37142.00,0.18,55124.00,2.00,2312.00,45.00,0.22,5086.00,11.00,0.42,19.00,12999.00,2.07,0.76,130108.00,5615.00,2.59,4545.00,5944.00,0.05,4983.00,0.22,0.14
519.00,-343969.71,4.00,518.00,171.88,690.57,1577544.55,2979068.22,0.05,0.75,3.40,1.30,0.0024,0.89,0.17,0.10,48.98,0.39,0.08,4.00,144.52,1.00,76906.00,66057.00,0.13,30727.00,3.00,2155.00,46.00,0.26,5129.00,9.00,0.45,16.00,15221.00,1.67,0.72,103690.00,6211.00,7.24,5393.00,8009.00,0.06,4457.00,0.28,0.08
520.00,-606293.74,9.00,519.00,46.41,117.62,159128.65,-856454.57,0.03,0.80,2.80,1.20,0.0024,0.75,0.29,0.08,51.84,0.68,0.11,0.00,136.27,1.00,120257.00,41338.00,0.13,42821.00,6.00,3046.00,33.00,0.29,5984.00,17.00,0.53,23.00,14820.00,3.33,0.81,101306.00,6252.00,6.55,5535.00,5242.00,0.05,3919.00,0.25,0.07
521.00,-440709.83,4.00,520.00,116.24,343.12,459517.60,468231.59,0.03,0.83,2.70,1.70,0.0024,0.66,0.24,0.09,54.69,0.43,0.11,1.00,167.26,1.00,94949.00,49264.00,0.20,26647.00,4.00,1968.00,57.00,0.28,5976.00,8.00,0.41,23.00,14294.00,1.57,0.86,88568.00,6121.00,0.96,5183.00,6333.00,0.05,5930.00,0.21,0.08
522.00,122459.00,4.00,521.00,392.42,1116.79,1831395.61,5445616.29,0.03,0.84,3.60,1.50,0.0024,0.71,0.24,0.10,43.86,0.57,0.09,3.00,165.59,1.00,125167.00,68265.00,0.20,37034.00,3.00,3213.00,52.00,0.33,5363.00,9.00,0.43,16.00,14931.00,1.97,0.68,97928.00,5537.00,7.89,3659.00,6487.00,0.04,5094.00,0.31,0.08
523.00,-187710.52,4.00,522.00,291.16,903.95,1879349.53,5313892.79,0.05,0.67,2.90,1.10,0.0026,0.91,0.22,0.10,48.04,0.42,0.10,7.00,132.71,1.00,67083.00,48944.00,0.15,36353.00,5.00,2244.00,50.00,0.29,5437.00,7.00,0.54,11.00,15945.00,1.93,0.57,99792.00,5279.00,8.07,4874.00,5992.00,0.05,4734.00,0.30,0.12
524.00,-182822.99,4.00,523.00,172.14,340.57,863094.00,2904121.92,0.05,0.78,3.40,1.30,0.0026,0.99,0.31,0.13,60.77,0.43,0.08,2.00,128.15,1.00,133752.00,41510.00,0.12,27918.00,2.00,3021.00,43.00,0.31,4519.00,8.00,0.39,17.00,15258.00,2.10,0.91,100879.00,6244.00,8.76,4571.00,5388.00,0.05,5057.00,0.27,0.13
525.00,516124.68,4.00,524.00,637.95,1802.56,2694898.88,9295317.46,0.03,0.83,3.30,1.30,0.0024,0.72,0.27,0.07,50.26,0.64,0.12,6.00,146.48,1.00,54603.00,47851.00,0.14,37432.00,4.00,3483.00,54.00,0.30,4872.00,7.00,0.48,27.00,16680.00,2.77,0.90,86848.00,5461.00,6.49,5447.00,5573.00,0.05,5682.00,0.28,0.11
526.00,-544472.19,9.00,525.00,81.13,271.06,367549.32,-88025.10,0.04,0.85,2.20,0.80,0.0026,0.83,0.22,0.08,49.01,0.52,0.12,1.00,152.88,1.00,76611.00,19379.00,0.11,39076.00,4.00,3122.00,43.00,0.31,4553.00,16.00,0.54,20.00,15030.00,2.29,0.68,89820.00,5926.00,5.80,5523.00,6773.00,0.05,4773.00,0.27,0.11
527.00,-109062.80,4.00,526.00,195.69,478.33,1305713.83,4371435.69,0.07,0.75,2.80,1.10,0.0024,1.15,0.26,0.12,48.67,0.34,0.07,4.00,142.67,1.00,94849.00,69843.00,0.16,45855.00,3.00,2421.00,48.00,0.15,5341.00,9.00,0.52,25.00,14941.00,2.04,0.63,86703.00,5402.00,5.71,4806.00,5293.00,0.05,5438.00,0.29,0.11
528.00,-485504.17,5.00,527.00,92.39,211.14,315641.85,144844.05,0.04,0.76,2.50,1.30,0.0025,0.81,0.31,0.09,44.23,0.35,0.08,2.00,143.68,1.00,78623.00,43968.00,0.10,34972.00,4.00,3356.00,43.00,0.24,4601.00,10.00,0.47,15.00,15497.00,3.03,0.70,79244.00,5894.00,8.00,3186.00,6143.00,0.05,5336.00,0.27,0.11
529.00,-106389.16,4.00,528.00,281.44,795.65,1436642.68,4253105.59,0.05,0.82,2.70,0.90,0.0025,0.93,0.26,0.08,50.05,0.49,0.07,3.00,167.63,1.00,94015.00,48710.00,0.18,58040.00,3.00,2063.00,48.00,0.20,4911.00,8.00,0.61,17.00,15838.00,2.15,0.70,91038.00,6195.00,3.43,4062.00,7894.00,0.04,5566.00,0.28,0.09
530.00,90787.40,3.00,529.00,670.00,1851.28,1336736.23,3941171.70,0.02,0.92,3.20,1.10,0.0026,0.39,0.23,0.12,56.84,0.29,0.10,9.00,144.12,1.00,124460.00,37099.00,0.14,39964.00,5.00,1492.00,54.00,0.27,4652.00,14.00,0.56,17.00,16844.00,2.05,0.60,97603.00,5826.00,8.24,5501.00,3844.00,0.06,4728.00,0.22,0.09
531.00,137169.63,4.00,530.00,294.43,1158.77,3258906.85,7562235.94,0.07,0.81,3.20,1.00,0.0025,1.06,0.18,0.09,49.54,0.41,0.14,4.00,128.14,1.00,102733.00,49816.00,0.14,49917.00,6.00,3255.00,46.00,0.26,4419.00,13.00,0.51,16.00,15361.00,1.83,0.85,101730.00,6286.00,5.94,5519.00,7464.00,0.05,3904.00,0.18,0.09
532.00,208397.80,4.00,531.00,398.55,1227.57,3150878.87,9510419.85,0.07,0.76,2.70,1.10,0.0024,1.10,0.23,0.09,48.86,0.38,0.10,6.00,152.64,1.00,118604.00,69365.00,0.14,52150.00,4.00,2851.00,41.00,0.27,4937.00,5.00,0.51,19.00,14255.00,2.73,0.67,103138.00,5545.00,10.02,4908.00,5726.00,0.04,5421.00,0.26,0.11
533.00,-17578.83,4.00,532.00,303.80,1203.18,2121032.98,4640520.67,0.04,0.85,3.10,1.10,0.0023,0.84,0.20,0.06,49.56,0.56,0.11,3.00,152.79,1.00,77955.00,41136.00,0.19,31805.00,4.00,1973.00,60.00,0.24,5548.00,13.00,0.49,21.00,15297.00,2.44,0.84,92129.00,5953.00,6.26,4366.00,4937.00,0.05,5439.00,0.20,0.10
534.00,1224390.39,3.00,533.00,713.78,2174.91,5518053.67,18412900.81,0.06,0.83,3.10,1.10,0.0026,1.00,0.27,0.05,56.04,0.65,0.11,6.00,147.47,1.00,84776.00,67442.00,0.15,34265.00,5.00,1810.00,39.00,0.27,4839.00,8.00,0.58,19.00,15640.00,3.19,0.75,93011.00,6925.00,7.10,4569.00,6484.00,0.04,3981.00,0.19,0.12
535.00,17636.84,4.00,534.00,521.13,1142.78,1568400.28,6448994.19,0.03,0.85,3.00,1.30,0.0024,0.74,0.27,0.14,54.24,0.50,0.12,6.00,152.27,1.00,65464.00,64362.00,0.13,54612.00,4.00,3071.00,49.00,0.23,5799.00,9.00,0.59,19.00,14696.00,2.01,0.86,98445.00,6055.00,5.27,4278.00,5075.00,0.05,4803.00,0.25,0.18
536.00,-218873.90,4.00,535.00,402.30,1624.71,1558220.45,2819103.81,0.02,0.87,4.00,0.60,0.0023,0.52,0.22,0.03,52.54,0.40,0.10,6.00,129.47,1.00,113086.00,47450.00,0.12,40597.00,3.00,2226.00,38.00,0.24,4807.00,8.00,0.70,22.00,15717.00,2.50,0.76,107824.00,6186.00,5.44,3147.00,7267.00,0.05,6329.00,0.30,0.08
537.00,-449826.09,4.00,536.00,243.98,419.06,295979.08,590906.19,0.02,0.89,2.50,1.40,0.0025,0.50,0.37,0.12,56.55,0.57,0.12,2.00,135.56,1.00,107086.00,41818.00,0.17,47271.00,5.00,1511.00,39.00,0.25,5208.00,13.00,0.62,20.00,15052.00,1.60,1.01,106520.00,5316.00,5.28,5981.00,6689.00,0.05,5469.00,0.29,0.08
538.00,114867.31,4.00,537.00,351.38,1434.85,2284080.69,4839414.84,0.04,0.85,3.30,0.90,0.0026,0.73,0.18,0.08,49.09,0.45,0.03,5.00,156.40,1.00,93738.00,52127.00,0.16,33566.00,3.00,3891.00,63.00,0.22,6015.00,8.00,0.50,27.00,13198.00,2.63,0.80,88047.00,6536.00,8.84,4753.00,5367.00,0.04,6021.00,0.07,0.09
539.00,-24192.84,4.00,538.00,522.32,1323.87,1225802.89,3916209.22,0.02,0.85,3.00,1.30,0.0025,0.52,0.29,0.08,57.05,0.57,0.10,4.00,155.98,1.00,111216.00,29621.00,0.19,43739.00,2.00,1870.00,58.00,0.29,4424.00,10.00,0.49,11.00,14898.00,1.97,0.78,84866.00,6656.00,6.41,5904.00,7260.00,0.04,5660.00,0.21,0.10
540.00,-348472.98,4.00,539.00,195.66,368.25,710916.62,2949917.65,0.04,0.76,3.20,1.70,0.0024,0.86,0.35,0.11,50.24,0.36,0.12,4.00,170.19,1.00,46336.00,19594.00,0.10,46432.00,6.00,2852.00,51.00,0.24,5578.00,7.00,0.59,16.00,16014.00,2.72,0.62,96373.00,6539.00,5.94,4567.00,8316.00,0.05,3970.00,0.25,0.09
541.00,-355054.32,4.00,540.00,263.17,717.03,645846.29,1266310.56,0.03,0.90,2.40,0.80,0.0028,0.59,0.28,0.07,54.88,0.42,0.08,3.00,138.18,1.00,102934.00,30043.00,0.11,61668.00,3.00,2121.00,49.00,0.30,4105.00,7.00,0.64,19.00,12986.00,2.20,0.95,99370.00,6047.00,3.75,4292.00,6270.00,0.05,5836.00,0.26,0.11
542.00,-239617.74,4.00,541.00,422.57,869.88,723714.61,2417182.14,0.02,0.88,2.70,1.30,0.0024,0.55,0.32,0.11,51.05,0.47,0.16,4.00,129.19,1.00,109350.00,53431.00,0.14,54446.00,6.00,1681.00,55.00,0.23,5241.00,9.00,0.61,17.00,15898.00,1.52,0.92,97561.00,4912.00,5.13,4920.00,7002.00,0.05,4419.00,0.29,0.11
543.00,-215957.92,4.00,542.00,284.22,901.87,1516046.26,3798395.12,0.04,0.80,3.30,1.20,0.0025,0.76,0.28,0.03,53.19,0.69,0.06,3.00,151.76,1.00,91922.00,55068.00,0.17,30643.00,3.00,3420.00,51.00,0.24,4919.00,7.00,0.51,15.00,13282.00,2.43,0.80,106310.00,6015.00,6.30,4317.00,6133.00,0.05,4635.00,0.24,0.12
544.00,-415895.77,4.00,543.00,209.40,495.92,492579.13,939506.07,0.03,0.88,2.00,1.20,0.0025,0.68,0.25,0.14,46.22,0.52,0.08,3.00,114.30,1.00,92505.00,45956.00,0.12,39718.00,4.00,2821.00,52.00,0.30,5103.00,14.00,0.42,22.00,14453.00,2.23,0.92,93918.00,6286.00,3.58,5270.00,7631.00,0.05,5174.00,0.20,0.11
545.00,-675734.75,5.00,544.00,57.73,169.38,296520.88,93563.64,0.04,0.68,3.10,1.60,0.0025,0.75,0.26,0.07,56.31,0.43,0.13,2.00,152.38,1.00,41225.00,74964.00,0.10,23581.00,4.00,1989.00,40.00,0.31,5640.00,4.00,0.49,23.00,15314.00,1.34,0.73,84215.00,6159.00,5.74,5539.00,6168.00,0.05,5414.00,0.20,0.09
546.00,-620606.40,9.00,545.00,-43.83,-138.87,-212819.53,-2334384.54,0.03,0.82,3.50,1.10,0.0027,0.67,0.25,0.06,47.13,0.48,0.08,-2.00,165.99,1.00,141263.00,39962.00,0.15,44156.00,4.00,2089.00,44.00,0.22,4747.00,13.00,0.50,18.00,15488.00,2.51,0.79,86430.00,6189.00,3.69,6074.00,6709.00,0.05,4951.00,0.22,0.10
547.00,50238.03,4.00,546.00,364.51,1255.33,2711221.15,7432153.38,0.04,0.71,3.70,1.20,0.0025,0.84,0.23,0.06,49.16,0.54,0.13,5.00,146.98,1.00,56799.00,25451.00,0.12,39342.00,4.00,2300.00,53.00,0.21,5331.00,6.00,0.56,13.00,13971.00,2.98,0.81,97264.00,6727.00,1.70,3780.00,6270.00,0.05,6671.00,0.28,0.13
548.00,131473.82,4.00,547.00,463.46,2775.40,3806339.14,5513110.20,0.04,0.89,1.90,1.30,0.0026,0.72,0.11,0.11,54.68,0.45,0.10,5.00,144.80,1.00,104945.00,65842.00,0.15,22647.00,3.00,3537.00,46.00,0.29,5082.00,9.00,0.67,25.00,14889.00,1.87,0.84,89989.00,5495.00,5.57,5766.00,6636.00,0.05,4540.00,0.27,0.10
549.00,-452952.89,4.00,548.00,207.91,570.65,485526.08,481081.19,0.02,0.91,2.80,1.20,0.0024,0.52,0.24,0.11,47.08,0.60,0.12,1.00,176.80,1.00,113446.00,61064.00,0.15,45905.00,5.00,1832.00,56.00,0.26,4739.00,12.00,0.58,18.00,12787.00,2.86,0.63,105121.00,5474.00,5.44,5095.00,5773.00,0.06,4924.00,0.24,0.11
550.00,891163.94,3.00,549.00,660.25,2373.47,5329702.24,14870943.77,0.06,0.88,2.20,1.50,0.0025,0.97,0.19,0.10,53.25,0.57,0.11,6.00,144.12,1.00,101759.00,54781.00,0.14,37751.00,5.00,2049.00,45.00,0.29,4583.00,14.00,0.55,22.00,17158.00,1.63,0.81,96282.00,5379.00,6.81,5757.00,5839.00,0.05,5034.00,0.22,0.10
551.00,-317857.86,4.00,550.00,190.95,605.93,1231503.00,2882291.37,0.05,0.79,2.90,1.40,0.0024,0.89,0.28,0.03,46.58,0.51,0.10,3.00,128.81,1.00,87483.00,41147.00,0.21,44272.00,4.00,2471.00,38.00,0.26,5174.00,6.00,0.64,21.00,14241.00,1.78,0.72,108489.00,5912.00,6.86,5010.00,5606.00,0.05,4657.00,0.22,0.11
552.00,96040.98,4.00,551.00,396.18,1002.37,1702615.94,5635481.39,0.03,0.87,3.30,1.50,0.0026,0.73,0.28,0.09,40.64,0.59,0.09,3.00,164.11,1.00,115510.00,43524.00,0.16,50165.00,5.00,2570.00,49.00,0.22,5461.00,7.00,0.68,33.00,15846.00,1.81,0.69,96170.00,6876.00,6.92,5898.00,6199.00,0.05,4958.00,0.28,0.12
553.00,-184722.18,4.00,552.00,321.89,680.76,740295.12,2261711.08,0.03,0.90,2.60,1.40,0.0024,0.66,0.29,0.13,47.17,0.34,0.08,4.00,130.96,1.00,121985.00,41551.00,0.21,22327.00,3.00,2992.00,60.00,0.28,4144.00,9.00,0.59,24.00,16518.00,3.03,0.76,95004.00,7209.00,5.46,5953.00,6186.00,0.06,5379.00,0.26,0.08
554.00,-270750.01,4.00,553.00,399.82,1175.51,1016687.35,2323402.93,0.03,0.90,2.00,1.20,0.0026,0.57,0.25,0.08,51.50,0.57,0.13,3.00,147.47,1.00,102001.00,59182.00,0.12,47754.00,5.00,2827.00,54.00,0.27,4787.00,19.00,0.49,17.00,16859.00,2.57,0.76,97295.00,6140.00,4.01,5837.00,7312.00,0.04,5228.00,0.27,0.10
555.00,-711956.42,9.00,554.00,-2.48,-11.68,-7726.94,-1286332.59,0.02,0.82,2.80,0.60,0.0024,0.44,0.14,0.11,50.42,0.44,0.09,3.00,119.06,1.00,69177.00,30496.00,0.15,27565.00,4.00,3441.00,44.00,0.18,4669.00,9.00,0.42,22.00,14991.00,1.83,0.87,99382.00,6348.00,6.38,5909.00,4644.00,0.05,5911.00,0.31,0.09
556.00,-444911.34,4.00,555.00,226.59,594.53,423580.14,575196.84,0.02,0.86,2.50,1.10,0.0026,0.46,0.27,0.09,55.74,0.33,0.12,5.00,144.37,1.00,81728.00,34789.00,0.12,40830.00,4.00,2525.00,52.00,0.22,5321.00,17.00,0.44,25.00,17773.00,1.99,0.67,100727.00,5965.00,2.41,5500.00,5618.00,0.04,5949.00,0.26,0.09
557.00,-180438.05,4.00,556.00,295.33,695.14,1126613.96,3655111.41,0.04,0.84,3.40,1.00,0.0023,0.84,0.27,0.12,53.94,0.37,0.08,4.00,176.48,1.00,87858.00,63530.00,0.15,46969.00,4.00,2772.00,48.00,0.29,5336.00,10.00,0.52,19.00,17247.00,1.49,0.80,90319.00,7183.00,9.09,5851.00,7131.00,0.06,5196.00,0.29,0.11
558.00,886767.88,3.00,557.00,778.06,2204.80,3770333.85,13111421.06,0.04,0.89,3.10,1.40,0.0025,0.77,0.25,0.09,46.11,0.71,0.08,8.00,117.66,1.00,71785.00,58691.00,0.13,47918.00,5.00,3102.00,46.00,0.32,4847.00,13.00,0.68,20.00,14496.00,2.40,0.84,80632.00,6023.00,8.79,5186.00,5705.00,0.05,5641.00,0.34,0.13
559.00,-410794.77,4.00,558.00,230.19,741.24,639934.85,596855.80,0.03,0.91,2.70,0.50,0.0025,0.62,0.22,0.09,50.78,0.47,0.06,2.00,143.87,1.00,98977.00,47858.00,0.11,43586.00,4.00,2154.00,54.00,0.29,4963.00,15.00,0.36,24.00,14406.00,2.74,0.77,86658.00,4975.00,7.30,5333.00,6933.00,0.05,5518.00,0.40,0.15
560.00,128323.93,4.00,559.00,410.57,1949.76,3240198.69,6423379.28,0.05,0.78,2.20,1.10,0.0026,0.84,0.18,0.04,55.69,0.59,0.10,5.00,143.94,1.00,68110.00,33287.00,0.19,31449.00,4.00,1627.00,45.00,0.18,5399.00,12.00,0.47,16.00,16357.00,3.08,0.72,94591.00,5379.00,5.46,6002.00,5735.00,0.05,4971.00,0.23,0.09
561.00,921703.66,3.00,560.00,530.84,1874.22,4739769.44,13483637.01,0.05,0.83,3.00,1.60,0.0025,0.93,0.18,0.12,58.89,0.58,0.11,5.00,144.81,1.00,68136.00,46761.00,0.13,49624.00,4.00,3224.00,44.00,0.19,4506.00,14.00,0.62,14.00,15998.00,2.77,0.42,66441.00,6306.00,7.36,5170.00,7310.00,0.05,3809.00,0.16,0.08
562.00,649421.78,3.00,561.00,753.33,2708.06,3886568.76,10536943.75,0.04,0.88,2.70,0.90,0.0026,0.76,0.19,0.10,47.36,0.65,0.12,5.00,167.18,1.00,108132.00,40830.00,0.11,52963.00,3.00,2175.00,54.00,0.27,4027.00,9.00,0.57,18.00,14398.00,2.27,0.73,102158.00,6523.00,7.87,5015.00,6758.00,0.05,5111.00,0.21,0.08
563.00,-918947.06,9.00,562.00,-237.19,-488.27,-406416.06,-3338021.04,0.02,0.94,2.80,1.40,0.0025,0.51,0.32,0.11,52.06,0.44,0.10,-2.00,146.33,1.00,68658.00,64787.00,0.16,41285.00,3.00,3629.00,55.00,0.25,5294.00,9.00,0.55,20.00,14687.00,2.83,0.97,97795.00,5166.00,9.15,5759.00,4919.00,0.06,5260.00,0.25,0.09
564.00,-342926.23,4.00,563.00,197.42,484.33,805183.78,2206261.92,0.04,0.80,2.70,1.30,0.0026,0.81,0.25,0.13,55.48,0.49,0.09,3.00,135.87,1.00,87693.00,45686.00,0.16,50323.00,4.00,2474.00,63.00,0.20,4657.00,7.00,0.55,19.00,16069.00,2.77,0.91,99384.00,5263.00,4.06,5008.00,6732.00,0.05,5481.00,0.31,0.12
565.00,1584392.49,3.00,564.00,1095.28,2785.27,5768499.88,23808481.22,0.05,0.89,3.70,0.90,0.0025,0.90,0.30,0.07,53.09,0.59,0.14,10.00,134.88,1.00,53641.00,26780.00,0.12,44535.00,5.00,3487.00,54.00,0.30,5071.00,10.00,0.59,24.00,14070.00,2.49,0.77,100506.00,5814.00,6.13,5637.00,7416.00,0.05,4480.00,0.27,0.06
