,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
550.00,163528.63,4.00,403134.10,432.74,1136.80,1799951.50,6100911.79,4033531.96,0.05,0.86,2.00,0.31,0.79,0.26,0.52,0.10,162.04,2419.00,48.00,0.26,5101.00,11.00,0.49,21.00,5255.00,105000.00,20528.60,54119.57,78648.00,2646.23,399304.00,183451.19,60000.00,63968.35,967665.94
551.00,12636.88,4.00,540574.92,248.65,1132.20,3350760.00,6651305.94,5823339.52,0.08,0.64,2.10,0.31,1.06,0.15,0.54,0.08,146.24,1263.00,37.00,0.18,5626.00,5.00,0.54,15.00,5114.00,105000.00,10718.32,107443.10,222192.00,3470.61,399304.00,184266.54,60000.00,66202.73,1158597.30
552.00,-134852.66,4.00,440925.61,334.47,585.76,741625.94,3231625.40,2891407.68,0.03,0.89,2.30,0.29,0.74,0.39,0.36,0.10,164.94,2397.00,61.00,0.22,5279.00,11.00,0.59,26.00,5112.00,105000.00,20341.90,44588.55,46824.00,2110.80,399304.00,183378.20,60000.00,59291.01,920838.46
553.00,-73178.20,4.00,476173.23,277.53,729.07,1393256.72,4352011.76,3805418.91,0.05,0.77,2.70,0.31,0.80,0.26,0.50,0.02,167.67,2978.00,42.00,0.26,4544.00,5.00,0.49,19.00,4528.00,105000.00,25272.50,67309.36,157920.00,3015.44,399304.00,184074.92,60000.00,62903.69,1064799.92
554.00,62182.34,4.00,440494.50,281.05,710.97,1615008.69,5528933.83,3936504.61,0.06,0.84,2.70,0.29,0.93,0.27,0.39,0.11,133.21,2743.00,50.00,0.26,4462.00,14.00,0.48,18.00,5207.00,105000.00,23278.20,61268.61,63048.00,2952.61,399304.00,184221.58,60000.00,61600.89,960673.89
555.00,-166962.37,4.00,443982.16,476.44,957.10,753901.32,2757890.71,2949573.05,0.02,0.82,2.20,0.30,0.50,0.34,0.54,0.13,173.88,1950.00,48.00,0.24,4979.00,7.00,0.30,21.00,5035.00,105000.00,16548.48,42054.63,111096.00,2148.33,399304.00,182835.35,60000.00,61900.25,980887.04
556.00,-118613.19,4.00,518790.31,316.32,617.28,1080963.23,4578598.20,4200025.04,0.04,0.72,3.30,0.28,0.79,0.35,0.61,0.12,122.70,3614.00,42.00,0.26,4393.00,4.00,0.46,25.00,4619.00,105000.00,30669.85,60321.16,205968.00,3466.81,399304.00,184167.40,60000.00,63433.44,1112330.66
557.00,-23265.83,4.00,435733.96,260.17,935.25,1927346.98,4431843.88,3924143.43,0.04,0.76,3.60,0.28,0.76,0.19,0.38,0.10,157.71,2689.00,54.00,0.28,4417.00,9.00,0.28,17.00,4108.00,105000.00,22819.93,55873.28,111096.00,3159.65,399304.00,184300.32,60000.00,60476.05,1002029.23
558.00,17742.21,4.00,416625.39,369.63,1147.55,1656701.52,4526889.10,3548323.58,0.03,0.83,3.10,0.31,0.60,0.22,0.54,0.09,144.64,907.00,38.00,0.30,5531.00,11.00,0.43,21.00,6294.00,105000.00,7697.16,81699.51,94872.00,3143.74,399304.00,183793.20,60000.00,68346.64,1003856.26
559.00,-132682.46,4.00,465929.54,257.26,650.78,1147123.87,3511725.06,3158738.69,0.04,0.85,2.80,0.30,0.77,0.27,0.37,0.07,145.92,3017.00,42.00,0.29,3945.00,8.00,0.64,19.00,5255.00,105000.00,25603.47,54169.58,78648.00,2678.34,399304.00,183956.13,60000.00,60961.32,970320.85
560.00,73769.19,4.00,425173.80,397.03,935.10,1438442.25,5309058.20,3972355.55,0.03,0.81,3.20,0.29,0.69,0.29,0.57,0.11,143.58,1943.00,51.00,0.29,5385.00,7.00,0.42,23.00,5264.00,105000.00,16489.08,68118.10,126696.00,3227.37,399304.00,183913.18,60000.00,65945.84,1028693.56
561.00,-226063.52,4.00,492205.41,249.45,709.89,1087234.64,2717251.37,2921864.88,0.04,0.83,2.10,0.31,0.75,0.24,0.36,0.07,151.00,3475.00,43.00,0.21,4660.00,14.00,0.31,25.00,6039.00,105000.00,29490.24,63987.39,63048.00,2276.38,399304.00,183435.00,60000.00,62006.18,968547.19
562.00,281100.97,4.00,410109.35,406.11,1459.90,3031032.65,7767123.95,5454895.04,0.05,0.74,2.90,0.30,0.80,0.19,0.70,0.09,146.34,3459.00,39.00,0.22,5740.00,7.00,0.37,23.00,5127.00,105000.00,29354.46,97203.46,159144.00,3871.51,399304.00,184127.03,60000.00,70249.42,1108253.87
563.00,20393.86,4.00,405903.54,546.32,1382.01,1344184.82,4447374.83,3404347.11,0.03,0.86,1.90,0.30,0.59,0.27,0.56,0.16,155.96,2343.00,54.00,0.25,5729.00,15.00,0.34,20.00,4737.00,105000.00,19883.64,48389.43,63048.00,2278.26,399304.00,182830.76,60000.00,60911.89,941645.97
564.00,-136077.14,4.00,493240.55,202.95,554.48,1347606.12,3989613.75,3850134.54,0.05,0.74,3.70,0.29,0.85,0.25,0.39,0.09,127.37,1560.00,59.00,0.28,4190.00,7.00,0.42,15.00,4765.00,105000.00,13238.78,53001.82,159144.00,3473.51,399304.00,184822.91,60000.00,61525.68,1039510.72
565.00,-355580.09,4.00,514460.71,154.86,406.81,720484.87,1579079.52,2511617.16,0.04,0.82,3.20,0.31,0.71,0.26,0.20,0.10,142.86,2310.00,53.00,0.25,3798.00,7.00,0.48,17.00,5155.00,105000.00,19603.58,48043.18,78648.00,2478.98,399304.00,184208.40,60000.00,57443.02,954729.16
566.00,3375.66,4.00,385184.28,529.16,2780.20,2558601.13,3977530.37,3071189.31,0.02,0.90,2.40,0.29,0.44,0.13,0.53,0.10,179.85,2239.00,41.00,0.31,5541.00,10.00,0.69,30.00,5570.00,105000.00,19001.05,58335.65,46824.00,2283.66,399304.00,182750.07,60000.00,64358.70,937857.13
567.00,-407492.49,4.00,522127.42,148.78,282.27,462881.73,1175501.72,2425389.63,0.04,0.81,2.40,0.29,0.84,0.36,0.29,0.08,106.63,3575.00,52.00,0.19,5486.00,8.00,0.59,30.00,4483.00,105000.00,30338.88,58204.27,46824.00,2193.08,399304.00,183712.53,60000.00,54215.10,939791.86
568.00,179319.08,4.00,415034.02,331.33,808.23,1792925.92,6579565.85,4621733.92,0.05,0.79,3.10,0.30,0.86,0.28,0.48,0.08,161.08,3045.00,37.00,0.27,4866.00,9.00,0.37,22.00,4346.00,105000.00,25841.09,82402.79,111096.00,3387.20,399304.00,184484.90,60000.00,63924.55,1035440.53
569.00,628779.71,3.00,364121.00,420.15,1247.70,3454502.20,11253983.02,6051953.35,0.07,0.84,2.40,0.31,1.02,0.23,0.53,0.10,157.42,3200.00,35.00,0.25,5096.00,13.00,0.57,25.00,6432.00,97500.00,13312.00,36691.20,30600.00,1067.63,193800.00,129983.97,25000.00,40792.71,568747.51
570.00,9400.49,4.00,422063.28,391.56,862.71,1195482.98,4547514.41,3336778.17,0.03,0.89,2.90,0.29,0.68,0.31,0.59,0.10,119.77,2301.00,45.00,0.27,5080.00,17.00,0.57,24.00,6264.00,105000.00,19527.21,64259.97,63048.00,2987.87,399304.00,183666.62,60000.00,65976.81,963770.48
571.00,-387651.06,4.00,563105.73,245.49,882.49,1027469.55,1730270.96,3000681.02,0.03,0.71,3.30,0.30,0.48,0.19,0.44,0.08,172.00,2631.00,54.00,0.18,5396.00,4.00,0.42,16.00,3691.00,105000.00,22327.72,68257.24,221568.00,2686.64,399304.00,183478.89,60000.00,58774.12,1121396.61
572.00,9545.79,4.00,422577.82,470.35,1107.77,1281323.42,4548696.37,3317899.19,0.04,0.89,1.80,0.29,0.71,0.29,0.46,0.13,166.86,2835.00,59.00,0.24,4885.00,10.00,0.43,29.00,3761.00,105000.00,24058.94,36180.26,63048.00,2087.04,399304.00,182933.90,60000.00,56399.79,929011.94
573.00,165572.31,4.00,428561.87,372.29,908.13,1801032.83,6603642.39,4294588.21,0.04,0.85,3.40,0.29,0.79,0.28,0.40,0.14,157.28,3572.00,50.00,0.23,5036.00,10.00,0.54,22.00,5498.00,105000.00,30313.42,69150.32,94872.00,3198.84,399304.00,184375.73,60000.00,65666.24,1011880.56
574.00,79926.73,4.00,441785.86,316.96,832.65,1718217.94,5764955.75,4060729.41,0.05,0.83,3.10,0.29,0.83,0.26,0.54,0.12,109.19,1795.00,48.00,0.22,5091.00,9.00,0.54,30.00,5579.00,105000.00,15233.09,69905.54,94872.00,3491.88,399304.00,184260.41,60000.00,64491.80,996558.71
575.00,-146733.52,4.00,449031.60,353.62,862.59,990738.66,3079772.32,3051322.75,0.03,0.82,3.20,0.29,0.55,0.28,0.51,0.11,139.48,1991.00,45.00,0.23,5238.00,15.00,0.39,15.00,5039.00,105000.00,16896.42,66258.60,94872.00,2765.83,399304.00,183511.54,60000.00,62154.03,990762.43
576.00,384619.81,4.00,393039.32,364.78,778.60,2012951.61,8873519.49,5082101.68,0.06,0.85,2.90,0.28,1.02,0.32,0.49,0.10,142.73,2369.00,52.00,0.25,5406.00,13.00,0.58,20.00,4482.00,105000.00,20104.28,74230.87,78648.00,3390.13,399304.00,184541.03,60000.00,63092.33,988310.63
577.00,261051.80,4.00,388450.92,376.87,1514.18,3178367.75,7227281.31,4607081.60,0.05,0.83,3.20,0.29,0.78,0.17,0.48,0.10,158.42,2852.00,62.00,0.24,5371.00,10.00,0.53,15.00,4109.00,105000.00,24203.21,56984.16,111096.00,3373.75,399304.00,184185.96,60000.00,63104.43,1007251.52
578.00,821726.83,3.00,361129.16,438.68,2140.17,6588427.71,13372851.08,6997388.88,0.07,0.82,3.40,0.29,0.95,0.14,0.50,0.13,162.65,2034.00,50.00,0.24,4730.00,10.00,0.43,19.00,5005.00,97500.00,8461.44,29136.80,61800.00,1259.71,193800.00,130203.61,25000.00,38896.76,586058.33
579.00,-517963.63,5.00,583505.84,206.28,704.46,578632.38,383911.09,2428171.52,0.02,0.71,2.20,0.30,0.44,0.20,0.52,0.11,122.51,4202.00,33.00,0.20,4812.00,6.00,0.36,17.00,6036.00,112500.00,54566.57,114790.14,227933.76,4707.12,613028.16,231932.92,105000.00,90937.48,1555396.14
580.00,133404.98,4.00,438781.60,327.78,1492.53,3285084.63,6428293.31,4338223.23,0.05,0.83,3.00,0.31,0.78,0.15,0.34,0.14,167.27,3441.00,53.00,0.24,4731.00,7.00,0.51,20.00,6205.00,105000.00,29201.70,64962.31,94872.00,3118.40,399304.00,184267.95,60000.00,67162.65,1007889.01
581.00,-173783.96,4.00,443390.90,372.87,1340.41,1329612.40,2657913.94,2725209.85,0.02,0.87,2.80,0.29,0.47,0.19,0.47,0.10,147.25,2717.00,38.00,0.23,4915.00,11.00,0.59,28.00,3157.00,105000.00,23057.55,62172.78,63048.00,2383.85,399304.00,183055.09,60000.00,54657.01,952678.29
582.00,151440.75,4.00,389614.61,444.12,947.93,1391677.17,5855702.45,3739104.53,0.04,0.89,2.20,0.29,0.79,0.32,0.51,0.11,152.88,123.00,59.00,0.22,5966.00,17.00,0.73,15.00,4184.00,105000.00,1043.83,56844.05,63048.00,2544.26,399304.00,183423.21,60000.00,59450.70,930658.04
583.00,585166.85,4.00,433322.31,341.89,1229.04,4380920.70,11894714.14,7090724.13,0.08,0.75,3.00,0.32,1.05,0.19,0.50,0.10,156.90,1874.00,44.00,0.23,5211.00,5.00,0.49,24.00,5011.00,105000.00,15903.51,99517.59,205968.00,4321.98,399304.00,185324.85,60000.00,70611.55,1145951.49
584.00,-102219.64,4.00,486057.28,347.61,913.17,1297229.32,4044090.60,3647781.58,0.03,0.77,3.10,0.32,0.60,0.26,0.44,0.11,176.24,1735.00,49.00,0.33,4843.00,8.00,0.44,11.00,5081.00,105000.00,14723.90,61262.01,189744.00,2950.85,399304.00,183897.60,60000.00,64989.32,1081871.69
585.00,-7926.48,4.00,455921.10,321.95,814.43,1435597.68,4811929.63,3661318.16,0.04,0.84,2.80,0.30,0.77,0.27,0.38,0.10,167.24,2127.00,53.00,0.27,3749.00,8.00,0.61,12.00,4322.00,105000.00,18050.57,43524.39,126696.00,2746.75,399304.00,183956.13,60000.00,59996.99,999274.83
586.00,-9682.41,4.00,440986.27,394.99,1172.97,1607867.31,4501403.00,3382943.48,0.04,0.88,2.40,0.30,0.67,0.23,0.55,0.10,133.32,3087.00,52.00,0.30,4526.00,9.00,0.59,21.00,4983.00,105000.00,26197.52,43123.73,94872.00,2726.85,399304.00,183374.48,60000.00,61656.10,976254.68
587.00,-672107.14,5.00,767699.48,123.21,311.67,415400.07,398948.95,3357316.27,0.03,0.52,2.70,0.31,0.63,0.27,0.51,0.09,151.78,2169.00,46.00,0.24,5949.00,3.00,0.42,14.00,4380.00,112500.00,28166.32,135478.81,635728.32,6441.46,613028.16,234184.14,105000.00,95212.85,1965740.06
588.00,141749.76,4.00,438176.24,317.15,746.96,1705580.34,6494367.37,4475822.96,0.05,0.81,3.10,0.30,0.88,0.29,0.46,0.10,143.80,2282.00,41.00,0.21,5678.00,15.00,0.50,17.00,5317.00,105000.00,19365.96,96153.52,94872.00,3402.39,399304.00,184550.14,60000.00,65430.41,1028078.42
589.00,208658.28,4.00,409969.76,412.84,1044.36,1866098.61,6662388.77,4433713.24,0.04,0.82,3.30,0.31,0.71,0.27,0.55,0.09,161.51,2553.00,40.00,0.26,5467.00,8.00,0.60,17.00,3917.00,105000.00,21665.78,86667.26,141696.00,3511.50,399304.00,184287.72,60000.00,64392.82,1066525.08
590.00,-387314.07,4.00,519024.00,287.83,936.17,749617.80,1099085.18,2150150.76,0.02,0.89,2.70,0.31,0.37,0.21,0.37,0.10,133.65,3388.00,60.00,0.30,6130.00,7.00,0.52,25.00,5901.00,105000.00,28751.92,51776.43,78648.00,2066.18,399304.00,182916.21,60000.00,60242.37,968705.12
591.00,141389.14,4.00,392238.52,383.30,935.00,1558584.60,5591073.37,3771584.28,0.03,0.87,3.60,0.32,0.64,0.28,0.54,0.09,136.80,2402.00,44.00,0.26,4658.00,10.00,0.68,22.00,4803.00,105000.00,20384.33,73842.34,94872.00,3610.85,399304.00,184406.87,60000.00,65041.99,1006462.39
592.00,-117543.90,4.00,525291.06,267.69,554.05,1145113.44,4532811.29,4298853.57,0.04,0.71,3.60,0.30,0.80,0.33,0.44,0.11,152.13,4053.00,48.00,0.16,4139.00,8.00,0.44,11.00,5769.00,105000.00,34395.38,70091.48,205968.00,3460.46,399304.00,184706.60,60000.00,67608.42,1130534.35
593.00,-165104.58,4.00,481641.33,280.94,661.68,1016520.34,3352578.94,3345101.79,0.03,0.78,3.30,0.29,0.68,0.29,0.40,0.09,163.86,1676.00,51.00,0.28,4542.00,10.00,0.42,10.00,5345.00,105000.00,14223.21,57454.48,142920.00,2791.13,399304.00,183955.89,60000.00,63392.71,1029041.41
594.00,-9044.45,4.00,411246.30,424.24,1525.06,1825135.81,4152749.31,3287207.11,0.03,0.87,2.80,0.30,0.54,0.19,0.67,0.11,116.54,2929.00,58.00,0.30,4435.00,11.00,0.53,20.00,4362.00,105000.00,24856.67,37459.78,94872.00,3085.67,399304.00,183320.63,60000.00,60828.20,968726.95
595.00,308620.49,4.00,367104.40,418.50,1361.14,2580880.08,7320070.79,4395661.65,0.04,0.87,3.20,0.29,0.75,0.21,0.59,0.08,144.36,1697.00,52.00,0.32,5276.00,10.00,0.53,27.00,5688.00,105000.00,14401.42,66739.29,94872.00,3498.33,399304.00,184093.76,60000.00,68561.72,996470.52
596.00,219422.80,4.00,410455.26,413.51,1765.22,3242034.55,6915183.29,4574401.80,0.04,0.81,2.90,0.30,0.72,0.16,0.59,0.10,147.76,2451.00,53.00,0.21,5825.00,6.00,0.49,28.00,4665.00,105000.00,20800.17,79984.24,126696.00,3435.24,399304.00,183889.39,60000.00,65613.37,1044722.41
597.00,341403.41,4.00,436846.70,409.27,1035.32,2367117.23,8801660.41,5244966.44,0.05,0.83,3.40,0.30,0.84,0.27,0.53,0.12,147.47,2737.00,70.00,0.20,5232.00,5.00,0.63,22.00,7456.00,105000.00,23227.28,55509.43,189744.00,3833.13,399304.00,184676.90,60000.00,75615.58,1096910.31
598.00,519658.18,4.00,363949.71,393.26,1678.76,4456701.63,9974369.63,5738979.06,0.06,0.82,3.50,0.30,0.85,0.16,0.55,0.09,152.92,2994.00,41.00,0.28,5934.00,13.00,0.44,19.00,4308.00,105000.00,25408.28,106906.94,111096.00,4140.71,399304.00,184797.51,60000.00,67811.36,1064464.80
599.00,-331508.11,4.00,499485.37,228.57,557.57,657346.48,1567965.03,2432101.70,0.03,0.84,2.10,0.30,0.66,0.28,0.36,0.11,116.83,2078.00,52.00,0.22,4858.00,16.00,0.49,16.00,4810.00,105000.00,17634.74,46287.02,63048.00,2058.53,399304.00,183128.71,60000.00,56001.50,932462.51
600.00,-191827.26,4.00,468088.05,329.56,1324.07,1552077.91,2824942.51,2804652.23,0.03,0.87,2.50,0.32,0.52,0.17,0.40,0.12,141.59,2834.00,47.00,0.28,4771.00,10.00,0.55,20.00,4949.00,105000.00,24050.46,50229.09,78648.00,2432.85,399304.00,183241.98,60000.00,59502.59,962408.96
601.00,-162665.46,4.00,464601.24,334.63,1523.70,1821326.39,2994766.20,2901526.77,0.03,0.86,3.00,0.31,0.48,0.15,0.51,0.12,116.49,2489.00,51.00,0.30,4858.00,10.00,0.54,19.00,6106.00,105000.00,21122.65,51145.02,94872.00,2886.80,399304.00,183382.59,60000.00,64267.19,981980.26
602.00,268991.58,4.00,399337.79,537.25,1111.97,1665685.57,7427099.66,4578895.29,0.05,0.84,1.90,0.31,0.81,0.33,0.63,0.11,166.83,2183.00,56.00,0.24,5197.00,7.00,0.60,17.00,4985.00,105000.00,18525.81,49517.02,126696.00,2773.65,399304.00,183414.72,60000.00,65466.94,1010698.14
603.00,182858.37,4.00,417087.35,329.08,1183.00,2643215.31,6626633.16,4394401.79,0.05,0.83,2.80,0.30,0.85,0.19,0.54,0.07,136.19,2378.00,49.00,0.23,4358.00,10.00,0.56,17.00,5604.00,105000.00,20180.66,59840.57,111096.00,3416.85,399304.00,184193.74,60000.00,66450.97,1009482.78
604.00,389754.11,4.00,393141.61,337.26,1279.73,3523704.66,8790912.51,5126501.15,0.07,0.84,2.40,0.30,1.01,0.18,0.44,0.07,167.56,1055.00,44.00,0.29,4643.00,14.00,0.49,15.00,5255.00,105000.00,8953.15,68775.83,94872.00,3182.44,399304.00,184303.28,60000.00,65583.38,989974.09
605.00,91339.87,4.00,459339.87,423.03,1155.74,1856139.74,6019076.24,4409213.21,0.04,0.79,3.30,0.29,0.68,0.25,0.73,0.10,130.73,2826.00,45.00,0.20,5221.00,6.00,0.57,19.00,6388.00,105000.00,23982.57,77337.63,189744.00,3746.91,399304.00,183955.89,60000.00,72068.51,1115139.50
606.00,-59478.92,4.00,450711.84,332.53,873.56,1322980.43,4158508.19,3857853.41,0.04,0.74,3.00,0.30,0.67,0.26,0.56,0.12,136.73,1483.00,51.00,0.27,5141.00,8.00,0.32,18.00,5373.00,105000.00,12585.33,65031.59,142920.00,3186.29,399304.00,183819.48,60000.00,65438.79,1037285.48
607.00,269601.44,4.00,374130.09,355.56,783.40,1688695.51,6982438.95,4265003.66,0.05,0.87,3.40,0.30,0.83,0.31,0.49,0.10,133.38,1954.00,62.00,0.24,5865.00,20.00,0.45,26.00,5603.00,105000.00,16582.43,68090.30,63048.00,3561.58,399304.00,184642.70,60000.00,66455.81,966684.83
608.00,509249.52,4.00,378277.11,331.05,1130.56,3600182.37,10127360.66,6104109.90,0.06,0.78,3.90,0.29,0.95,0.20,0.50,0.11,139.46,1503.00,45.00,0.31,4988.00,9.00,0.41,19.00,4594.00,105000.00,12755.06,84468.79,142920.00,4428.01,399304.00,185364.36,60000.00,67870.04,1062110.25
609.00,276330.46,4.00,386062.10,458.66,1080.25,1835279.72,7125236.84,4650934.01,0.04,0.81,2.90,0.32,0.72,0.29,0.59,0.10,164.98,2486.00,42.00,0.22,4616.00,9.00,0.47,17.00,4184.00,105000.00,21097.19,73176.52,142920.00,3434.18,399304.00,184111.57,60000.00,65839.57,1054883.03
610.00,347295.13,4.00,404414.19,291.29,686.06,2138243.34,8432014.33,5118868.91,0.07,0.82,3.40,0.32,0.98,0.29,0.42,0.09,141.23,2939.00,54.00,0.26,4636.00,10.00,0.50,19.00,4592.00,105000.00,24941.53,68672.14,111096.00,3986.15,399304.00,185479.34,60000.00,64605.67,1023084.83
611.00,389743.52,4.00,384928.59,419.31,1101.51,2451012.17,8797830.77,5212898.27,0.06,0.83,2.50,0.30,0.92,0.26,0.49,0.14,151.75,2266.00,57.00,0.16,5031.00,12.00,0.35,25.00,5013.00,105000.00,19230.18,58818.43,94872.00,3233.87,399304.00,184134.99,60000.00,65231.13,989824.60
612.00,123415.20,4.00,461167.20,294.04,1004.16,2510219.83,6583186.02,4885717.47,0.06,0.75,3.30,0.33,0.81,0.20,0.52,0.08,141.62,2922.00,50.00,0.20,5414.00,11.00,0.46,12.00,6122.00,105000.00,24797.26,91682.84,174144.00,4036.30,399304.00,184884.72,60000.00,71139.24,1114988.37
613.00,320175.91,3.00,332908.93,633.12,1201.19,1403503.17,6708996.75,4261292.94,0.03,0.85,3.20,0.31,0.57,0.36,0.68,0.13,168.52,2636.00,44.00,0.21,5315.00,14.00,0.39,17.00,4425.00,97500.00,10965.76,32740.40,46200.00,1221.10,193800.00,130000.98,25000.00,38624.28,576052.53
614.00,-81666.44,4.00,427992.97,397.21,797.95,897810.29,3487465.55,3062827.84,0.03,0.87,2.40,0.31,0.62,0.34,0.50,0.10,152.03,2699.00,49.00,0.17,4572.00,11.00,0.53,22.00,6777.00,105000.00,22904.79,53079.09,63048.00,2456.39,399304.00,183339.48,60000.00,66894.50,956026.25
615.00,-410876.18,4.00,487398.40,339.80,663.11,337585.60,504713.67,1891467.87,0.01,0.90,2.90,0.30,0.27,0.35,0.40,0.11,133.95,2817.00,52.00,0.30,4135.00,10.00,0.55,19.00,4562.00,105000.00,23906.19,34588.45,63048.00,1829.92,399304.00,182715.63,60000.00,55503.35,925895.53
616.00,-122687.17,4.00,449378.05,318.09,749.16,1015390.58,3358950.80,3296824.94,0.03,0.79,3.60,0.30,0.58,0.29,0.59,0.09,124.58,1676.00,40.00,0.15,4445.00,10.00,0.53,16.00,3747.00,105000.00,14223.21,75273.41,126696.00,3344.45,399304.00,183974.03,60000.00,59953.93,1027769.03
617.00,229418.42,4.00,407946.38,353.21,804.15,1770125.66,7087544.79,4597822.98,0.05,0.82,2.70,0.30,0.91,0.30,0.45,0.12,148.65,2201.00,66.00,0.22,5578.00,10.00,0.53,16.00,4207.00,105000.00,18678.57,59180.35,94872.00,3159.14,399304.00,184287.05,60000.00,61365.32,985846.43
618.00,171947.89,4.00,400913.31,445.47,1014.21,1577960.05,6219878.96,4104355.30,0.04,0.85,2.30,0.30,0.78,0.30,0.55,0.10,160.60,1767.00,54.00,0.25,4350.00,9.00,0.54,16.00,5605.00,105000.00,14995.47,41446.80,111096.00,2786.15,399304.00,183578.19,60000.00,65998.93,984205.54
619.00,22765.55,4.00,493850.32,276.36,571.98,1378335.74,5836524.43,4524565.74,0.05,0.76,3.20,0.31,0.90,0.33,0.45,0.10,140.69,2376.00,57.00,0.22,4507.00,5.00,0.56,17.00,4499.00,105000.00,20163.69,61886.52,189744.00,3547.45,399304.00,184844.03,60000.00,63067.15,1087556.84
620.00,880500.27,3.00,305536.71,621.88,1699.00,3365686.34,12113513.29,6080674.48,0.04,0.87,3.20,0.31,0.76,0.25,0.84,0.11,138.67,2091.00,65.00,0.27,4884.00,13.00,0.42,23.00,5312.00,97500.00,8698.56,20122.08,46200.00,1494.04,193800.00,130119.86,25000.00,41206.81,564141.34
621.00,153820.99,4.00,418762.58,377.22,990.94,1839434.40,6312721.14,4216376.31,0.04,0.83,2.90,0.30,0.78,0.26,0.57,0.11,128.38,1250.00,50.00,0.23,5245.00,8.00,0.59,21.00,4216.00,105000.00,10608.00,72020.14,111096.00,3386.31,399304.00,184066.80,60000.00,61930.89,1007412.15
622.00,247244.91,4.00,398167.81,353.83,1150.82,2527992.39,7151698.01,4600746.95,0.06,0.82,2.50,0.31,0.87,0.21,0.49,0.11,141.97,1125.00,52.00,0.32,4242.00,10.00,0.39,19.00,4793.00,105000.00,9547.20,45005.92,111096.00,3238.27,399304.00,184105.99,60000.00,63427.43,980724.81
623.00,-295903.24,4.00,523925.37,229.35,559.45,863493.48,2455248.28,3101088.72,0.04,0.76,2.80,0.30,0.71,0.28,0.40,0.11,131.22,2516.00,54.00,0.24,5749.00,4.00,0.49,27.00,4309.00,105000.00,21351.78,66743.59,126696.00,2677.29,399304.00,183783.54,60000.00,57758.17,1023314.37
624.00,-48170.36,4.00,445824.03,330.17,1186.88,1861890.63,4308239.98,3461464.96,0.04,0.84,2.30,0.31,0.71,0.19,0.53,0.09,128.51,1674.00,56.00,0.22,4237.00,8.00,0.53,18.00,4503.00,105000.00,14206.23,40370.14,111096.00,2817.28,399304.00,183494.47,60000.00,59913.18,976201.30
625.00,356819.50,4.00,376302.64,413.82,1009.45,2143895.76,8185017.89,5070749.15,0.05,0.81,2.80,0.30,0.87,0.28,0.60,0.07,161.41,2695.00,39.00,0.24,5087.00,9.00,0.45,21.00,4556.00,105000.00,22870.85,86145.29,111096.00,3483.58,399304.00,184254.48,60000.00,66686.67,1038840.87
626.00,841705.79,3.00,335458.63,575.55,1637.96,3652547.60,12510143.22,6125881.29,0.05,0.89,3.10,0.29,0.86,0.24,0.70,0.10,153.46,5110.00,59.00,0.22,4808.00,12.00,0.66,25.00,4947.00,97500.00,21257.60,19808.96,46200.00,1285.52,193800.00,130050.05,25000.00,39478.06,574380.19
627.00,-492875.70,5.00,613668.02,178.83,394.00,528638.17,1243332.75,3080653.16,0.03,0.64,3.10,0.30,0.63,0.31,0.44,0.11,138.26,1879.00,43.00,0.29,5131.00,3.00,0.39,22.00,5377.00,112500.00,24400.42,116850.19,423394.56,6336.39,613028.16,234559.29,105000.00,95436.41,1731505.42
628.00,66328.31,4.00,383941.67,487.56,1585.75,1817297.89,4735955.89,3336089.03,0.03,0.90,2.30,0.31,0.57,0.21,0.54,0.12,150.25,2507.00,52.00,0.26,5551.00,15.00,0.57,27.00,4513.00,105000.00,21275.40,52889.93,46824.00,2575.76,399304.00,183143.56,60000.00,60820.08,931832.74
629.00,-172739.20,4.00,420540.48,756.26,2066.15,883905.91,2197217.05,2469953.50,0.01,0.90,2.80,0.32,0.13,0.25,0.75,0.16,150.82,2276.00,52.00,0.28,4675.00,13.00,0.49,13.00,4896.00,105000.00,19315.05,39105.44,125472.00,2454.07,399304.00,182483.44,60000.00,63421.87,996555.88
630.00,-72880.07,4.00,449215.15,287.71,727.82,1248593.38,4001279.82,3385560.15,0.04,0.83,3.70,0.30,0.67,0.27,0.39,0.11,140.85,2180.00,46.00,0.27,4676.00,7.00,0.52,22.00,6136.00,105000.00,18500.35,64207.09,94872.00,3149.71,399304.00,184338.64,60000.00,65789.18,995160.97
631.00,1021814.63,3.00,331696.51,491.18,1765.68,5242925.09,14549627.78,7182872.53,0.06,0.85,3.90,0.31,0.87,0.19,0.60,0.13,145.98,2287.00,51.00,0.23,5429.00,11.00,0.44,28.00,5369.00,97500.00,9513.92,39088.80,46200.00,1559.08,193800.00,130435.52,25000.00,41013.58,584110.90
